Date,Time,SET,Value,2D,Modern,Internet
1/23/2020,12:01PM,1569.63,32765.59,35,84,65
1/23/2020,4:30PM,1573.70,61983.98,03,05,30
1/24/2020,12:01PM,1571.42,23719.24,29,72,74
1/24/2020,4:30PM,1569.55,47514.18,54,89,92
1/27/2020,12:01PM,1523.78,41864.96,84,92,80
1/27/2020,4:30PM,1524.15,69174.18,54,49,24
1/28/2020,12:01PM,1531.53,28092.54,32,97,56
1/28/2020,4:30PM,1513.26,67113.51,63,35,89
1/29/2020,12:01PM,1520.08,28111.36,81,08,42
1/29/2020,4:30PM,1524.59,64211.39,91,32,00
1/30/2020,12:01PM,1519.43,24253.62,33,54,68
1/30/2020,4:30PM,1523.99,53752.96,92,36,46
1/31/2020,12:01PM,1521.51,25824.18,14,95,95
1/31/2020,4:30PM,1514.14,56329.59,49,19,13
2/3/2020,12:01PM,1509.65,27139.52,59,81,86
2/3/2020,4:30PM,1496.06,53178.96,68,61,77
2/4/2020,12:01PM,1508.47,24486.30,76,35,45
2/4/2020,4:30PM,1519.38,58698.59,88,49,49
2/5/2020,12:01PM,1523.74,30201.82,41,95,74
2/5/2020,4:30PM,1534.14,67458.22,48,31,69
2/6/2020,12:01PM,1537.94,33675.78,45,73,96
2/6/2020,4:30PM,1535.79,69363.97,93,25,69
2/7/2020,12:01PM,1534.02,27935.61,25,38,73
2/7/2020,4:30PM,1535.24,60509.84,49,24,90
2/10/2020,12:01PM,,,,,
2//10/2020,4:30PM,1535.24,60509.84,49,,
2/11/2020,12:01PM,1531.95,25170.36,50,16,38
2/11/2020,4:30PM,1523.93,52619.14,39,87,08
2/12/2020,12:01PM,1534.47,25515.94,75,84,97
2/12/2020,4:30PM,1539.84,54814.18,44,87,15
2/13/2020,12:01PM,1537.04,23187.01,47,84,17
2/13/2020,4:30PM,1532.77,46419.92,79,73,68
2/14/2020,12:01PM,1539.78,27568.48,88,59,64
2/14/2020,4:30PM,1526.30,61837.84,07,20,13
2/17/2020,12:01PM,1530.61,26008.68,18,90,89
2/17/2020,4:30PM,1527.25,52494.10,54,75,70
2/18/2020,12:01PM,,,,,
2/18/2020,4:30PM,1513.68,49275.59,85,75,79
2/19/2020,12:01PM,,,,,
2/19/2020,4:30PM,1505.54,68726.32,46,11,37
2/20/2020,12:01PM,,,,,
2/20/2020,4:30PM,1491.24,75546.15,46,81,87
2/21/2020,12:01PM,,,,,
2/21/2020,4:30PM,1495.09,56082.23,92,26,90
2/24/2020,12:01PM,,,,,
2/24/2020,4:30PM,1435.56,76431.30,61,35,33
2/25/2020,12:01PM,,,,,
2/25/2020,4:30PM,1439.10,80966.05,06,94,90
2/26/2020,12:01PM,,,,,
2/26/2020,4:30PM,1366.41,93189.41,19,19,83
2/27/2020,12:01PM,,,,,
2/27/2020,4:30PM,1395.08,74552.75,82,,77
2/28/2020,12:01PM,,,,,
2/28/2020,4:30PM,1340.52,86502.15,22,03,42
3/2/2020,12:01PM,,,,,
3/2/2020,4:30PM,1335.72,74368.85,28,59,59
3/3/2020,12:01PM,,,,,
3/3/2020,4:30PM,1375.02,70048.53,28,25,80
3/4/2020,12:01PM,,,,,
3/4/2020,4:30PM,1378.61,58586.96,16,46,12
3/5/2020,12:01PM,,,,,
3/5/2020,4:30PM,1390.83,66807.39,37,82,87
3/6/2020,12:01PM,,,,,
3/6/2020,4:30PM,1364.57,52201.99,71,20,89
3/9/2020,12:01PM,,,,,
3/9/2020,4:30PM,1255.94,103623.75,43,80,16
3/10/2020,12:01PM,,,,,
3/10/2020,4:30PM,1271.25,74686.23,56,73,36
3/11/2020,12:01PM,,,,,
3/11/2020,4:30PM,1249.89,72236.43,96,40,73
3/12/2020,12:01PM,,,,,
3/12/2020,4:30PM,1114.91,101652.04,12,50,43
3/13/2020,12:01PM,,,,,
3/13/2020,4:30PM,1128.91,119659.78,19,,84
3/16/2020,12:01PM,,,,,
3/16/2020,4:30PM,1046.08,68179.26,89,85,59
3/17/2020,12:01PM,,,,,
3/17/2020,4:30PM,1035.17,67129.99,79,77,64
3/18/2020,12:01PM,,,,,
3/18/2020,4:30PM,1048.15,59186.45,56,29,79
3/19/2020,12:01PM,,,,,
3/19/2020,4:30PM,1044.19,61601.05,91,87,22
3/20/2020,12:01PM,,,,,
3/20/2020,4:30PM,1127.24,93035.28,45,48,43
3/23/2020,12:01PM,1046.95,34783.98,53,41,53
3/23/2020,4:30PM,1024.46,59677.79,67,63,90
3/24/2020,12:01PM,1039.30,33922.14,02,34,37
3/24/2020,4:30PM,1033.84,64144.80,44,74,32
3/25/2020,12:01PM,,,,,
3/25/2020,4:30PM,1080.03,74952.24,32,48,43
3/26/2020,12:01PM,,,,,
3/26/2020,4:30PM,1091.96,62344.06,64,73,37
3/27/2020,12:01PM,,,,,
3/27/2020,4:30PM,1099.76,65440.05,60,32,77
3/30/2020,12:01PM,,,,,
3/30/2020,4:30PM,1087.82,41187.93,27,84,88
3/31/2020,12:01PM,,,,,
3/31/2020,4:30PM,1125.86,56906.16,66,51,71
4/2/2020,12:01PM,,,,,
4/2/2020,4:30PM,1138.27,69237.21,77,84,76
4/3/2020,12:01PM,,,,,
4/3/2020,4:30PM,1138.84,59760.26,40,85,97
4/6/2020,12:01PM,,,,,
4/6/2020,4:30PM,,,,,
4/7/2020,12:01PM,,,,,
4/7/2020,4:30PM,1214.95,98954.92,54,59,48
4/8/2020,12:01PM,,,,,
4/8/2020,4:30PM,1205.77,92816.33,76,12,14
4/9/2020,12:01PM,,,,,
4/9/2020,4:30PM,1210.48,83662.06,82,01,50
4/10/2020,12:01PM,,,,,
4/10/2020,4:30PM,1228.03,53795.91,35,37,59
4/13/2020,12:01PM,,,,,
4/13/2020,4:30PM,1236.78,49474.55,84,69,65
4/14/2020,12:01PM,,,,,
4/14/2020,4:30PM,1256.35,76434.03,54,32,39
4/15/2020,12:01PM,,,,,
4/15/2020,4:30PM,1236.10,69418.86,08,28,56
4/16/2020,12:01PM,,,,,
4/16/2020,4:30PM,,,,,
4/17/2020,12:01PM,,,,,
4/17/2020,4:30PM,1239.24,58989.59,49,83,90
4/20/2020,12:01PM,,,,,
4/20/2020,4:30PM,1266.40,67298.11,08,50,30
4/21/2020,12:01PM,,,,,
4/21/2020,4:30PM,1252.92,58676.75,26,29,23
4/22/2020,12:01PM,,,,,
4/22/2020,4:30PM,1261.81,76817.44,17,91,65
4/23/2020,12:01PM,,,,,
4/23/2020,4:30PM,1272.53,69265.94,35,52,23
4/24/2020,12:01PM,,,,,
4/24/2020,4:30PM,1258.78,68704.56,84,17,15
4/27/2020,12:01PM,,,,,
4/27/2020,4:30PM,1267.41,49584.05,14,92,95
4/28/2020,12:01PM,,,,,
4/28/2020,4:30PM,1274.99,60549.94,99,03,62
4/29/2020,12:01PM,,,,,
4/29/2020,4:30PM,1282.68,49140.08,80,60,23
4/30/2020,12:01PM,,,,,
4/30/2020,4:30PM,1301.66,79146.24,66,03,96
5/1//2020,12:01PM,,,,,
5/1//2020,4:30PM,,,,,
5/4/2020,12:01PM,,,,,
5/4/2020,4:30PM,,,,,
5/5/2020,12:01PM,,,,,
5/5/2020,4:30PM,1278.63,51384.94,34,30,37
5/6/2020,12:01PM,,,,,
5/6/2020,4:30PM,,,,,
5/7/2020,12:01PM,,,,,
5/7/2020,4:30PM,1257.98,56253.32,83,20,82
5/8/2020,12:01PM,,,,,
5/8/2020,4:30PM,1266.02,44086.49,26,83,88
5/11/2020,12:01PM,,,,,
5/11/2020,4:30PM,1287.30,56801.03,01,49,42
5/12/2020,12:01PM,,,,,
5/12/2020,4:30PM,1299.69,59394.53,94,78,74
5/13/2020,12:01PM,,,,,
5/13/2020,4:30PM,1294.55,62241.08,51,91,13
5/14/2020,12:01PM,,,,,
5/14/2020,4:30PM,1280.40,46654.45,04,11,59
5/15/2020,12:01PM,,,,,
5/15/2020,4:30PM,1280.76,50659.85,69,05,18
5/18/2020,12:01PM,,,,,
5/18/2020,4:30PM,1286.53,55905.03,35,77,10
5/19/2020,12:01PM,,,,,
5/19/2020,4:30PM,1309.95,78863.55,53,61,68
5/20/2020,12:01PM,,,,,
5/20/2020,4:30PM,1322.20,67672.70,02,30,18
5/21/2020,12:01PM,,,,,
5/21/2020,4:30PM,1320.69,70212.37,92,93,71
5/22/2020,12:01PM,,,,,
5/22/2020,4:30PM,1303.97,64469.56,79,52,07
5/25/2020,12:01PM,,,,,
5/25/2020,4:30PM,1320.98,53806.12,86,48,47
5/26/2020,12:01PM,,,,,
5/26/2020,4:30PM,1336.09,73954.43,94,81,99
5/27/2020,12:01PM,,,,,
5/27/2020,4:30PM,1345.11,78673.24,13,60,33
5/28/2020,12:01PM,,,,,
5/28/2020,4:30PM,1337.51,85822.70,12,13,48
5/29/2020,12:01PM,,,,,
5/29/2020,4:30PM,1342.85,96186.64,56,18,68
6/1/2020,12:01PM,,,,,
6/1/2020,4:30PM,1352.37,65154.66,74,51,26
6/2/2020,12:01PM,,,,,
6/2/2020,4:30PM,1374.18,70987.07,87,25,19
6/3/2020,12:01PM,,,,,
6/3/2020,4:30PM,,,,,
6/4/2020,12:01PM,,,,,
6/4/2020,4:30PM,1411.01,122562.18,12,88,25
6/5/2020,12:01PM,,,,,
6/5/2020,4:30PM,1435.70,120331.42,01,18,67
6/8/2020,12:01PM,,,,,
6/8/2020,4:30PM,1438.66,105398.73,68,37,01
6/9/2020,12:01PM,,,,,
6/9/2020,4:30PM,1408.37,115559.91,79,37,07
6/10/2020,12:01PM,,,,,
6/10/2020,4:30PM,1418.77,77422.25,72,32,05
6/11/2020,12:01PM,,,,,
6/11/2020,4:30PM,1396.77,82892.56,72,34,30
6/12/2020,12:01PM,,,,,
6/12/2020,4:30PM,1382.56,85786.80,66,99,02
6/15/2020,12:01PM,,,,,
6/15/2020,4:30PM,1341.99,83379.76,99,26,32
6/16/2020,12:01PM,,,,,
6/16/2020,4:30PM,1367.13,68455.64,35,17,16
6/17/2020,12:01PM,,,,,
6/17/2020,4:30PM,1376.18,71555.79,85,76,11
6/18/2020,12:01PM,,,,,
6/18/2020,4:30PM,1372.98,70282.43,82,80,30
6/19/2020,12:01PM,,,,,
6/19/2020,4:30PM,1370.82,63320.03,20,29,26
6/22/2020,12:01PM,,,,,
6/22/2020,4:30PM,1352.18,65772.37,82,89,28
6/23/2020,12:01PM,,,,,
6/23/2020,4:30PM,1356.43,49101.67,31,61,45
6/24/2020,12:01PM,,,,,
6/24/2020,4:30PM,1333.43,60885.82,35,93,91
6/25/2020,12:01PM,,,,,
6/25/2020,4:30PM,1325.88,60823.68,83,01,01
6/26/2020,12:01PM,,,,,
6/26/2020,4:30PM,1330.34,47193.61,43,41,38
6/29/2020,12:01PM,,,,,
6/29/2020,4:30PM,1329.76,48903.24,63,03,40
6/30/2020,12:01PM,,,,,
6/30/2020,4:30PM,1339.03,58589.45,39,89,87
7/1/2020,12:01PM,,,,,
7/1/2020,4:30PM,1349.44,53380.74,40,27,26
7/2/2020,12:01PM,,,,,
7/2/2020,4:30PM,1374.13,84485.85,35,40,27
7/3/2020,12:01PM,,,,,
7/3/2020,4:30PM,1372.27,71138.56,78,88,48
7/6/2020,12:01PM,,,,,
7/6/2020,4:30PM,,,,,
7/7/2020,12:01PM,,,,,
7/7/2020,4:30PM,1373.22,81868.19,28,39,82
7/8/2020,12:01PM,,,,,
7/8/2020,4:30PM,1362.46,66274.72,64,63,69
7/9/2020,12:01PM,1363.78,27644.60,84,21,96
7/9/2020,4:30PM,1365.81,72680.06,10,61,61
7/10/2020,12:01PM,,,,,
7/10/2020,4:30PM,1350.50,64196.73,06,24,06
7/13/2020,12:01PM,1362.54,26683.69,43,04,86
7/13/2020,4:30PM,1342.37,62374.16,74,26,29
7/14/2020,12:01PM,,,,,
7/14/2020,4:30PM,1341.07,63991.66,71,33,53
7/15/2020,12:01PM,1350.14,27210.68,40,01,46
7/15/2020,4:30PM,1354.31,59689.12,19,81,98
7/16/2020,12:01PM,1349.64,24986.01,46,82,24
7/16/2020,4:30PM,1347.86,47811.85,61,69,48
7/17/2020,12:01PM,1352.12,19479.16,29,46,73
7/17/2020,4:30PM,1359.58,41354.56,84,80,75
7/20/2020,12:01PM,1359.97,24630.85,70,82,53
7/20/2020,4:30PM,1358.29,52303.87,93,93,71
7/21/2020,12:01PM,1370.53,32827.05,37,67,26
7/21/2020,4:30PM,1377.00,64234.77,04,06,51
7/22/2020,12:01PM,1374.21,33727.04,17,47,32
7/22/2020,4:30PM,1357.04,63863.04,43,52,42
7/23/2020,12:01PM,1355.40,36397.55,07,78,14
7/23/2020,4:30PM,1359.65,70233.10,53,29,56
7/24/2020,12:01PM,1342.99,24841.54,91,29,18
7/24/2020,4:30PM,1340.92,46529.79,29,39,61
7/27/2020,12:01PM,,,,,
7/27/2020,4:30PM,,,,,
7/28/2020,12:01PM,,,,,
7/28/2020,4:30PM,,,,,
7/29/2020,12:01PM,1340.70,27839.80,09,78,54
7/29/2020,4:30PM,1338.35,56111.40,51,91,94
7/30/2020,12:01PM,1334.01,33919.14,19,20,86
7/30/2020,4:30PM,1315.74,67115.59,45,33,38
7/31/2020,12:01PM,,,,,
7/31/2020,4:30PM,1328.53,61281.13,31,06,82
8/3/2020,12:01PM,1319.14,26905.19,45,35,65
8/3/2020,4:30PM,1321.23,54716.16,36,15,19
8/4/2020,12:01PM,1332.63,27084.09,34,57,09
8/4/2020,4:30PM,1330.81,55135.61,15,97,89
8/5/2020,12:01PM,1328.58,27714.29,84,69,90
8/5/2020,4:30PM,1337.35,60357.16,57,81,05
8/6/2020,12:01PM,,,,,
8/6/2020,4:30PM,1333.22,55061.31,21,91,08
8/7/2020,12:01PM,,,,,
8/7/2020,4:30PM,1324.40,44367.02,07,67,17
8/10/2020,12:01PM,1328.60,18252.49,02,72,93
8/10/2020,4:30PM,1322.01,37417.75,17,84,40
8/11/2020,12:01PM,,,,,
8/11/2020,4:30PM,1336.84,71983.87,43,02,89
8/12/2020,12:01PM,,,,,
8/12/2020,4:30PM,,,,,
8/13/2020,12:01PM,,,,,
8/13/2020,4:30PM,1346.69,77812.76,92,44,34
8/14/2020,12:01PM,1339.32,27206.13,26,13,13
8/14/2020,4:30PM,1327.05,58050.78,50,78,15
8/17/2020,12:01PM,1327.11,24649.30,19,27,21
8/17/2020,4:30PM,1320.91,47812.94,12,31,91
8/18/2020,12:01PM,,,,,
8/18/2020,4:30PM,1330.11,50855.87,15,93,36
8/19/2020,12:01PM,1327.14,20614.54,44,08,45
8/19/2020,4:30PM,1308.67,57283.62,73,66,86
8/20/2020,12:01PM,,,,,
8/20/2020,4:30PM,1296.79,49084.96,94,69,63
8/21/2020,12:01PM,,,,,
8/21/2020,4:30PM,1299.26,42295.00,65,56,38
8/24/2020,12:01PM,1309.12,27402.09,22,78,24
8/24/2020,4:30PM,1317.11,57078.23,18,62,91
8/25/2020,12:01PM,1325.85,28779.13,59,19,53
8/25/2020,4:30PM,1315.99,56355.22,95,07,18
8/26/2020,12:01PM,1321.81,25309.49,19,85,43
8/26/2020,4:30PM,1322.55,48652.28,52,17,98
8/27/2020,12:01PM,1330.83,28127.96,37,89,82
8/27/2020,4:30PM,1326.81,52172.51,12,70,23
8/28/2020,12:01PM,1329.20,29447.80,07,30,46
8/28/2020,4:30PM,1323.31,54673.10,13,31,36
8/31/2020,12:01PM,1326.88,20132.41,82,15,26
8/31/2020,4:30PM,1310.66,54005.03,65,90,34
9/1/2020,12:01PM,1311.84,21554.84,44,43,49
9/1/2020,4:30PM,1305.57,48635.56,75,68,04
9/2/2020,12:01PM,1310.22,20006.46,26,67,39
9/2/2020,4:30PM,1315.88,43682.22,82,71,38
9/3/2020,12:01PM,1316.61,27496.29,16,31,32
9/3/2020,4:30PM,1311.95,50337.18,57,83,60
9/4/2020,12:01PM,,,,,
9/4/2020,4:30PM,,,,,
9/7/2020,12:01PM,,,,,
9/7/2020,4:30PM,,,,,
9/8/2020,12:01PM,1303.45,22778.97,58,80,69
9/8/2020,4:30PM,1293.80,45368.66,08,31,39
9/9/2020,12:01PM,1288.42,23138.79,28,66,40
9/9/2020,4:30PM,1293.40,47500.61,00,34,29
9/10/2020,12:01PM,1297.29,19347.46,97,27,79
9/10/2020,4:30PM,1290.89,42183.57,93,06,65
9/11/2020,12:01PM,1290.46,20506.51,66,04,69
9/11/2020,4:30PM,1279.96,44155.40,65,98,61
9/14/2020,12:01PM,1281.27,19930.72,70,22,69
9/14/2020,4:30PM,1272.34,40463.20,43,01,45
9/15/2020,12:01PM,1278.54,19085.82,45,01,82
9/15/2020,4:30PM,1286.18,43868.01,88,70,39
9/16/2020,12:01PM,1286.34,25973.67,43,88,63
9/16/2020,4:30PM,1293.48,52708.97,88,62,56
9/17/2020,12:01PM,1289.53,23130.83,30,88,79
9/17/2020,4:30PM,1284.40,46006.90,06,08,28
9/18/2020,12:01PM,1285.43,16846.64,36,97,37
9/18/2020,4:30PM,1288.39,49975.26,95,49,51
9/21/2020,12:01PM,1291.03,17399.04,39,77,73
9/21/2020,4:30PM,1275.16,40183.89,63,21,91
9/22/2020,12:01PM,1269.25,20002.62,52,01,29
9/22/2020,4:30PM,1267.63,42536.46,36,22,68
9/23/2020,12:01PM,1264.82,24626.91,26,90,43
9/23/2020,4:30PM,1264.01,50707.09,17,16,19
9/24/2020,12:01PM,1244.59,30736.74,96,82,97
9/24/2020,4:30PM,1247.46,56230.84,60,98,27
9/25/2020,12:01PM,1245.79,22273.23,93,16,58
9/25/2020,4:30PM,1244.94,45623.65,43,35,55
9/28/2020,12:01PM,1260.24,19249.64,49,62,02
9/28/2020,4:30PM,1263.02,41292.84,22,54,64
9/29/2020,12:01PM,1263.98,17697.97,87,73,84
9/29/2020,4:30PM,1257.34,38205.97,45,68,52
9/30/2020,12:01PM,1247.97,23579.06,79,81,79
9/30/2020,4:30PM,1237.04,48983.70,43,45,09
10/1/2020,12:01PM,1243.72,22683.03,23,80,30
10/1/2020,4:30PM,1247.59,44863.49,93,77,19
10/2/2020,12:01PM,1233.14,30155.04,45,69,35
10/2/2020,4:30PM,1237.54,54248.70,48,17,28
10/5/2020,12:01PM,1245.63,19870.50,30,40,94
10/5/2020,4:30PM,1242.99,39485.72,95,29,56
10/6/2020,12:01PM,1255.22,28259.26,29,31,98
10/6/2020,4:30PM,1250.15,56520.36,50,07,62
10/7/2020,12:01PM,1253.62,23601.69,21,94,18
10/7/2020,4:30PM,1263.71,52312.58,12,35,86
10/8/2020,12:01PM,1275.95,27232.80,52,45,82
10/8/2020,4:30PM,1274.83,56012.52,32,05,73
10/9/2020,12:01PM,1270.40,28378.69,08,77,95
10/9/2020,4:30PM,1267.14,51301.07,41,33,72
10/12/2020,12:01PM,1277.31,24744.06,14,42,42
10/12/2020,4:30PM,1273.43,46573.18,33,75,62
10/13/2020,12:01PM,,,,,
10/13/2020,4:30PM,,,,,
10/14/2020,12:01PM,1263.41,28588.98,18,35,47
10/14/2020,4:30PM,1263.99,51802.58,92,30,64
10/15/2020,12:01PM,1253.61,27360.38,10,62,56
10/15/2020,4:30PM,1242.96,54209.15,69,47,45
10/16/2020,12:01PM,1235.95,22219.20,59,31,97
10/16/2020,4:30PM,1233.68,44575.81,85,21,24
10/19/2020,12:01PM,1210.93,32133.31,33,23,41
10/19/2020,4:30PM,1208.75,54008.12,58,89,71
10/20/2020,12:01PM,1205.23,35916.19,36,78,32
10/20/2020,4:30PM,1210.67,59284.65,74,54,74
10/21/2020,12:01PM,1222.15,29482.61,52,74,09
10/21/2020,4:30PM,1216.48,54423.28,83,28,77
10/22/2020,12:01PM,1221.87,35757.96,77,30,34
10/22/2020,4:30PM,1213.61,66255.54,15,65,65
10/23/2020,12:01PM,,,,,
10/23/2020,4:30PM,,,,,
10/26/2020,12:01PM,1213.09,23264.79,94,28,26
10/26/2020,4:30PM,1207.97,41590.72,70,01,21
10/27/2020,12:01PM,1206.30,22213.71,03,51,84
10/27/2020,4:30PM,1208.95,45732.01,52,44,48
10/28/2020,12:01PM,1216.95,26853.92,53,26,25
10/28/2020,4:30PM,1207.94,55081.11,41,69,09
10/29/2020,12:01PM,1204.83,26803.84,33,70,36
10/29/2020,4:30PM,1201.64,50838.77,48,98,84
10/30/2020,12:01PM,1194.80,26149.43,09,97,53
10/30/2020,4:30PM,1194.95,52725.69,55,08,08
11/2/2020,12:01PM,1195.94,19134.74,44,33,38
11/2/2020,4:30PM,1202.16,40738.51,68,47,18
11/3/2020,12:01PM,1218.16,23995.08,65,83,95
11/3/2020,4:30PM,1221.33,50169.98,39,92,84
11/4/2020,12:01PM,1222.82,24604.30,24,71,72
11/4/2020,4:30PM,1222.44,49807.92,47,70,36
11/5/2020,12:01PM,1241.64,32514.88,44,86,11
11/5/2020,4:30PM,1264.32,80914.90,24,83,68
11/6/2020,12:01PM,1259.73,36029.60,39,29,29
11/6/2020,4:30PM,1260.08,73524.08,84,79,62
11/9/2020,12:01PM,1291.07,45823.18,73,97,19
11/9/2020,4:30PM,1285.88,77886.02,86,65,35
11/10/2020,12:01PM,1326.55,85416.98,56,40,63
11/10/2020,4:30PM,1341.24,166674.91,44,24,71
11/11/2020,12:01PM,1352.30,65834.28,04,99,51
11/11/2020,4:30PM,1345.34,117152.65,42,03,45
11/12/2020,12:01PM,1332.90,56357.60,07,87,57
11/12/2020,4:30PM,1336.31,97248.89,18,98,66
11/13/2020,12:01PM,1350.13,57027.68,37,18,99
11/13/2020,4:30PM,1346.47,92036.21,76,26,62
11/16/2020,12:01PM,1359.47,43590.37,70,17,53
11/16/2020,4:30PM,1351.06,78504.00,64,30,66
11/17/2020,12:01PM,1365.73,46957.94,37,48,62
11/17/2020,4:30PM,1349.81,90085.63,15,95,40
11/18/2020,12:01PM,1349.25,34596.17,56,68,38
11/18/2020,4:30PM,1364.59,66934.72,94,74,92
11/19/2020,12:01PM,1368.80,44806.31,06,63,15
11/19/2020,4:30PM,1369.42,82325.27,25,06,57
11/20/2020,12:01PM,1378.23,41666.52,36,96,51
11/20/2020,4:30PM,1389.34,90575.97,45,73,85
11/23/2020,12:01PM,1415.82,60018.03,28,81,39
11/23/2020,4:30PM,1420.43,105036.78,36,88,13
11/24/2020,12:01PM,1420.03,58827.73,37,61,62
11/24/2020,4:30PM,1401.63,102837.88,37,60,68
11/25/2020,12:01PM,1407.38,69071.23,81,67,89
11/25/2020,4:30PM,1415.72,117120.20,20,03,69
11/26/2020,12:01PM,1426.43,40442.46,32,70,62
11/26/2020,4:30PM,1433.56,80409.51,69,73,53
11/27/2020,12:01PM,1437.71,45844.91,14,66,84
11/27/2020,4:30PM,1437.78,77321.67,81,00,38
11/30/2020,12:01PM,1418.89,45206.43,96,78,93
11/30/2020,4:30PM,1408.31,120486.50,16,52,15
12/1/2020,12:01PM,1429.92,41482.80,22,45,70
12/1/2020,4:30PM,1420.87,78416.50,76,33,62
12/2/2020,12:01PM,1426.15,39914.02,54,56,84
12/2/2020,4:30PM,1417.95,78203.81,53,02,89
12/3/2020,12:01PM,1424.50,35642.25,02,35,40
12/3/2020,4:30PM,1438.32,82636.93,26,00,83
12/4/2020,12:01PM,1453.12,44956.08,26,16,68
12/4/2020,4:30PM,1449.83,82776.88,36,28,57
12/7/2020,12:01PM,,,,,
12/7/2020,4:30PM,,,,,
12/8/2020,12:01PM,1475.85,60658.95,58,86,53
12/8/2020,4:30PM,1478.92,123462.49,22,52,36
12/9/2020,12:01PM,1482.74,77635.93,45,03,46
