Date,Time,SET,Value,2D,Modern,Internet
7/7/2022,12:01PM,1552.97,34035.88,75,68,56
7/7/2022,4:30PM,1562.37,65952.95,72,54,40
7/8/2022,12:01PM,1557.25,31718.48,58,73,97
7/8/2022,4:30PM,1557.87,54581.06,71,12,79
9/26/2025,12:01PM,1285.66,17100.94,60,76,87
9/26/2025,4:30PM,1278.74,36245.78,45,26,60
1/2/2025,12:01PM,1381.25,20307.62,57,66,60
1/2/2025,4:30PM,1379.85,36852.83,52,32,11
1/3/2025,12:01PM,1383.92,15125.42,25,84,69
1/3/2025,4:30PM,1384.76,29604.22,64,67,24
1/6/2025,12:01PM,1379.07,20539.78,79,17,37
1/6/2025,4:30PM,1372.65,37212.83,52,78,64
1/7/2025,12:01PM,1384.55,17949.48,59,51,67
1/7/2025,4:30PM,1390.88,39006.62,86,67,62
1/8/2025,12:01PM,1391.38,15994.84,84,26,66
1/8/2025,4:30PM,1387.72,35326.19,26,31,08
1/9/2025,12:01PM,1372.61,22595.17,15,08,47
1/9/2025,4:30PM,1362.97,46868.24,78,98,40
1/10/2025,12:01PM,1362.62,22211.98,21,06,78
1/10/2025,4:30PM,1367.99,42718.70,98,09,61
1/13/2025,12:01PM,1357.06,20625.46,65,33,62
1/13/2025,4:30PM,1354.34,42966.31,46,62,42
1/14/2025,12:01PM,1349.82,32094.64,24,89,88
1/14/2025,4:30PM,1340.25,56434.55,54,42,07
1/15/2025,12:01PM,1342.93,20231.16,31,27,48
1/15/2025,4:30PM,1353.17,44216.57,76,88,69
1/16/2025,12:01PM,1348.55,20269.57,59,31,86
1/16/2025,4:30PM,1352.56,40377.07,67,44,39
1/17/2025,12:01PM,1350.58,16593.16,83,90,93
1/17/2025,4:30PM,1340.63,37538.15,38,42,57
1/20/2025,12:01PM,1342.34,13695.36,45,84,90
1/20/2025,4:30PM,1340.50,25982.06,02,38,14
1/21/2025,12:01PM,1355.00,19622.25,02,72,05
1/21/2025,4:30PM,1352.53,38004.05,34,31,48
1/22/2025,12:01PM,1359.68,21212.71,82,94,81
1/22/2025,4:30PM,1361.77,43896.02,76,52,45
1/23/2025,12:01PM,1356.17,16398.82,78,68,18
1/23/2025,4:30PM,1344.17,34420.86,70,65,58
1/24/2025,12:01PM,1347.06,15180.18,60,72,81
1/24/2025,4:30PM,1354.07,30792.25,72,16,07
1/27/2025,12:01PM,1349.09,15125.32,95,53,40
1/27/2025,4:30PM,1340.94,30685.23,45,29,15
1/28/2025,12:01PM,1338.13,17236.21,36,01,58
1/28/2025,4:30PM,1345.77,36715.88,75,67,70
1/29/2025,12:01PM,1342.96,14932.46,62,95,96
1/29/2025,4:30PM,1343.19,27349.69,99,31,24
1/30/2025,12:01PM,1335.29,16729.73,99,39,39
1/30/2025,4:30PM,1335.64,29535.48,45,97,90
1/31/2025,12:01PM,1324.13,24164.63,34,96,88
1/31/2025,4:30PM,1314.50,53362.68,02,54,37
2/3/2025,12:01PM,1290.04,33365.21,45,92,53
2/3/2025,4:30PM,1304.39,54212.17,92,78,31
2/4/2025,12:01PM,1306.65,20493.76,53,89,41
2/4/2025,4:30PM,1301.02,41678.41,28,74,95
2/5/2025,12:01PM,1289.94,20712.90,42,60,90
2/5/2025,4:30PM,1286.74,42226.09,46,14,28
2/6/2025,12:01PM,1281.73,19235.92,35,26,61
2/6/2025,4:30PM,1262.07,48143.21,73,75,92
2/7/2025,12:01PM,1263.08,25068.16,88,58,78
2/7/2025,4:30PM,1282.09,57593.92,93,55,41
2/10/2025,12:01PM,1272.91,24931.76,11,54,53
2/10/2025,4:30PM,1270.49,43206.59,96,64,89
2/11/2025,12:01PM,1279.35,17955.38,55,10,92
2/11/2025,4:30PM,1283.97,38989.02,79,33,88
2/13/2025,12:01PM,1294.85,26933.40,53,88,37
2/13/2025,4:30PM,1284.11,53123.74,13,54,21
2/14/2025,12:01PM,1281.75,19469.26,59,66,99
2/14/2025,4:30PM,1272.10,50036.21,06,80,99
2/17/2025,12:01PM,1248.39,33866.09,96,46,33
2/17/2025,4:30PM,1256.48,56346.06,86,26,90
2/18/2025,12:01PM,1260.85,22746.65,56,08,98
2/18/2025,4:30PM,1257.48,47358.57,88,74,62
2/19/2025,12:01PM,1261.91,26684.55,14,00,59
2/19/2025,4:30PM,1262.27,52617.62,77,94,99
2/20/2025,12:01PM,1255.62,27358.66,28,67,29
2/20/2025,4:30PM,1245.61,56186.43,16,33,58
2/21/2025,12:01PM,1247.47,26501.77,71,72,70
2/21/2025,4:30PM,1246.21,48456.57,16,59,87
2/24/2025,12:01PM,1230.69,22049.20,99,71,83
2/24/2025,4:30PM,1235.85,42206.62,56,44,85
2/25/2025,12:01PM,1217.68,26548.87,88,70,65
2/25/2025,4:30PM,1206.39,50189.15,99,92,56
2/26/2025,12:01PM,1217.06,25252.52,62,27,61
2/26/2025,4:30PM,1231.14,62528.51,48,89,87
2/27/2025,12:01PM,1220.37,32718.95,78,32,81
2/27/2025,4:30PM,1215.73,56035.29,35,86,84
2/28/2025,12:01PM,1195.26,29025.74,65,84,71
2/28/2025,4:30PM,1203.72,74436.98,26,45,21
3/3/2025,12:01PM,1193.83,23463.47,33,98,14
3/3/2025,4:30PM,1188.41,45011.92,11,29,23
3/4/2025,12:01PM,1191.91,18368.26,18,12,17
3/4/2025,4:30PM,1177.64,42016.45,46,70,29
3/5/2025,12:01PM,1190.10,19869.31,09,83,71
3/5/2025,4:30PM,1206.96,50706.03,66,50,81
3/6/2025,12:01PM,1203.60,26132.15,02,44,70
3/6/2025,4:30PM,1189.55,47199.92,59,79,18
3/7/2025,12:01PM,1194.92,18176.08,26,37,24
3/7/2025,4:30PM,1202.03,37805.49,35,16,60
3/10/2025,12:01PM,1187.27,16247.13,77,01,13
3/10/2025,4:30PM,1177.44,34257.69,47,70,59
3/11/2025,12:01PM,1169.99,20005.44,95,24,70
3/11/2025,4:30PM,1187.63,49522.05,32,48,05
3/12/2025,12:01PM,1170.60,20693.96,03,54,20
3/12/2025,4:30PM,1160.06,46281.66,61,34,02
3/13/2025,12:01PM,1162.97,17838.40,78,24,58
3/13/2025,4:30PM,1159.64,32461.80,41,10,69
3/14/2025,12:01PM,1171.44,17922.18,42,00,67
3/14/2025,4:30PM,1173.76,38598.05,68,93,96
3/17/2025,12:01PM,1172.42,20846.17,26,92,92
3/17/2025,4:30PM,1170.20,35904.16,04,18,07
3/18/2025,12:01PM,1178.32,18630.04,20,58,60
3/18/2025,4:30PM,1176.17,39013.98,73,76,05
3/19/2025,12:01PM,1190.86,22661.25,61,25,61
3/19/2025,4:30PM,1189.66,42722.37,62,18,41
3/20/2025,12:01PM,1194.69,19982.29,92,11,40
3/20/2025,4:30PM,1181.71,44627.97,17,94,12
3/21/2025,12:01PM,1183.29,19958.57,98,42,06
3/21/2025,4:30PM,1186.61,47293.40,13,12,04
3/24/2025,12:01PM,1183.72,10383.20,23,00,16
3/24/2025,4:30PM,1190.06,23373.33,63,27,94
3/25/2025,12:01PM,1183.87,16925.17,75,67,38
3/25/2025,4:30PM,1184.93,30766.38,36,52,18
3/26/2025,12:01PM,1191.10,13997.86,07,65,98
3/26/2025,4:30PM,1190.36,26578.82,68,71,67
3/27/2025,12:01PM,1189.17,15064.65,74,55,90
3/27/2025,4:30PM,1187.90,27605.35,05,27,39
3/28/2025,12:01PM,1181.93,14080.95,30,67,39
3/28/2025,4:30PM,,,,53,81
3/31/2025,12:01PM,1158.04,23430.93,40,95,38
3/31/2025,4:30PM,1158.09,40260.73,90,82,37
4/1/2025,12:01PM,1173.83,13920.35,30,27,91
4/1/2025,4:30PM,1168.02,26391.17,21,02,64
4/2/2025,12:01PM,1171.06,11737.23,67,91,75
4/2/2025,4:30PM,1172.69,24952.72,92,02,72
4/3/2025,12:01PM,1160.74,23103.53,43,42,31
4/3/2025,4:30PM,1161.81,41064.80,14,81,87
4/4/2025,12:01PM,1131.56,27775.88,65,76,70
4/4/2025,4:30PM,1125.21,48286.09,16,92,98
4/8/2025,12:01PM,1077.48,39711.85,81,70,24
4/8/2025,4:30PM,1074.59,66714.48,94,45,82
4/9/2025,12:01PM,1065.61,21518.26,18,80,49
4/9/2025,4:30PM,1088.18,50884.78,84,30,49
4/10/2025,12:01PM,1136.58,27795.67,85,38,82
4/10/2025,4:30PM,1133.95,50222.48,52,34,62
4/11/2025,12:01PM,1129.98,18738.57,88,36,84
4/11/2025,4:30PM,1128.66,34662.31,62,27,85
4/16/2025,12:01PM,1128.14,21550.77,40,70,93
4/16/2025,4:30PM,1138.90,41200.11,00,50,46
4/17/2025,12:01PM,1137.81,15465.74,15,21,86
4/17/2025,4:30PM,1141.28,29646.08,86,34,98
4/18/2025,12:01PM,1145.16,13789.27,69,51,47
4/18/2025,4:30PM,1150.95,27673.54,53,68,67
4/21/2025,12:01PM,1147.16,15405.07,65,05,38
4/21/2025,4:30PM,1134.71,32465.37,15,18,00
4/22/2025,12:01PM,1134.65,17824.64,54,23,18
4/22/2025,4:30PM,1144.05,35686.26,56,,09
4/23/2025,12:01PM,1156.81,20917.00,17,42,03
4/23/2025,4:30PM,1153.77,38224.25,74,01,57
4/24/2025,12:01PM,1150.40,23268.26,08,46,71
4/24/2025,4:30PM,1146.86,40586.79,66,68,40
4/25/2025,12:01PM,1157.04,17494.44,44,96,98
4/25/2025,4:30PM,1159.00,33120.92,00,10,00
4/28/2025,12:01PM,1161.70,15275.83,05,69,78
4/28/2025,4:30PM,1159.53,28459.22,39,43,68
4/29/2025,12:01PM,1158.10,15628.97,08,27,04
4/29/2025,4:30PM,1171.12,35334.16,24,42,49
4/30/2025,12:01PM,1181.52,24873.97,23,14,38
4/30/2025,4:30PM,1197.26,54369.45,69,27,29
5/2/2025,12:01PM,1201.22,27337.38,27,46,40
5/2/2025,4:30PM,1198.98,45633.02,83,33,09
5/6/2025,12:01PM,1196.09,21509.76,99,54,87
5/6/2025,4:30PM,1187.86,43577.28,67,22,00
5/7/2025,12:01PM,1207.89,24685.93,95,53,02
5/7/2025,4:30PM,1220.27,53984.70,74,05,66
5/8/2025,12:01PM,1212.84,21030.67,40,53,20
5/8/2025,4:30PM,1206.59,42698.89,98,79,85
5/9/2025,12:01PM,1200.92,18731.16,21,12,84
5/9/2025,4:30PM,1210.94,40958.44,48,08,65
5/13/2025,12:01PM,1219.76,29003.30,63,41,78
5/13/2025,4:30PM,1214.39,50869.98,99,58,60
5/14/2025,12:01PM,1211.21,23538.77,18,49,12
5/14/2025,4:30PM,1216.71,43111.85,11,89,24
5/15/2025,12:01PM,1199.19,24284.35,94,99,48
5/15/2025,4:30PM,1194.49,45794.74,94,25,14
5/16/2025,12:01PM,1203.44,17209.35,49,72,90
5/16/2025,4:30PM,1195.77,36714.07,74,16,11
5/19/2025,12:01PM,1193.62,20333.71,23,41,88
5/19/2025,4:30PM,1187.06,36743.01,63,10,32
5/20/2025,12:01PM,1189.42,22079.19,29,37,40
5/20/2025,4:30PM,1189.14,46960.04,40,77,06
5/21/2025,12:01PM,1190.81,18708.64,18,24,84
5/21/2025,4:30PM,1179.81,46877.46,17,57,26
5/22/2025,12:01PM,1178.04,20379.71,49,67,15
5/22/2025,4:30PM,1173.37,38569.91,79,20,09
5/23/2025,12:01PM,1180.20,16668.68,08,96,43
5/23/2025,4:30PM,1176.36,34683.81,63,40,31
5/26/2025,12:01PM,1172.11,12721.61,11,40,06
5/26/2025,4:30PM,1178.43,27690.45,30,01,86
5/27/2025,12:01PM,1166.41,21159.84,19,98,47
5/27/2025,4:30PM,1163.42,34845.62,25,98,43
5/28/2025,12:01PM,1165.00,20335.87,05,91,00
5/28/2025,4:30PM,1160.74,36281.33,41,83,71
5/29/2025,12:01PM,1169.62,19159.94,29,96,41
5/29/2025,4:30PM,1164.01,34788.54,18,02,17
5/30/2025,12:01PM,1156.63,16856.85,36,27,05
5/30/2025,4:30PM,1149.18,73098.63,88,82,23
6/4/2025,12:01PM,1135.60,26656.49,06,50,00
6/4/2025,4:30PM,1132.02,49605.35,25,79,20
6/5/2025,12:01PM,1139.28,18125.75,85,85,88
6/5/2025,4:30PM,1140.63,33207.27,37,06,66
6/6/2025,12:01PM,1132.44,18430.55,40,05,86
6/6/2025,4:30PM,1136.43,30853.01,33,77,48
6/9/2025,12:01PM,1136.76,14327.59,67,87,71
6/9/2025,4:30PM,1135.24,24061.72,41,54,28
6/10/2025,12:01PM,1139.25,15625.49,55,03,51
6/10/2025,4:30PM,1139.16,29300.62,60,16,00
6/11/2025,12:01PM,1141.98,13463.94,83,71,08
6/11/2025,4:30PM,1141.58,26216.13,86,63,17
6/12/2025,12:01PM,1134.93,17250.42,30,72,82
6/12/2025,4:30PM,1128.62,32483.12,23,63,15
6/13/2025,12:01PM,1125.06,22095.09,65,37,80
6/13/2025,4:30PM,1122.70,42301.91,01,77,97
6/16/2025,12:01PM,1112.70,21177.03,07,32,84
6/16/2025,4:30PM,1114.49,41122.78,92,75,82
6/17/2025,12:01PM,1116.20,15763.04,03,28,87
6/17/2025,4:30PM,1113.58,27531.25,81,76,40
6/18/2025,12:01PM,1114.33,15297.20,37,18,30
6/18/2025,4:30PM,1094.58,36048.37,88,14,32
6/19/2025,12:01PM,1076.00,25818.53,08,41,14
6/19/2025,4:30PM,1068.73,46634.59,34,49,12
6/20/2025,12:01PM,1072.02,15391.58,21,27,61
6/20/2025,4:30PM,1067.63,49577.05,37,32,29
6/23/2025,12:01PM,1063.49,19028.27,98,30,19
6/23/2025,4:30PM,1062.78,32506.99,86,27,82
6/24/2025,12:01PM,1086.32,29794.02,24,50,12
6/24/2025,4:30PM,1100.01,52840.03,10,89,24
6/25/2025,12:01PM,1097.20,33673.98,03,55,34
6/25/2025,4:30PM,1107.69,62662.66,92,24,10
6/26/2025,12:01PM,1115.47,24134.83,74,06,27
6/26/2025,4:30PM,1106.73,42119.63,39,36,72
6/27/2025,12:01PM,1087.20,17372.95,02,11,74
6/27/2025,4:30PM,1082.42,38598.23,28,48,91
6/30/2025,12:01PM,1085.61,24702.88,12,73,71
6/30/2025,4:30PM,1089.56,47225.04,65,48,09
7/1/2025,12:01PM,1092.13,15277.25,37,17,05
7/1/2025,4:30PM,1110.01,41714.05,14,34,65
7/2/2025,12:01PM,1105.42,18325.98,25,27,76
7/2/2025,4:30PM,1115.69,34958.34,98,64,27
7/3/2025,12:01PM,1119.36,18292.77,62,30,95
7/3/2025,4:30PM,1127.21,34920.97,10,75,82
7/4/2025,12:01PM,1123.98,14112.07,82,72,91
7/4/2025,4:30PM,1119.94,27794.63,44,62,71
7/7/2025,12:01PM,1111.46,16047.75,67,20,41
7/7/2025,4:30PM,1123.00,31447.59,07,88,51
7/8/2025,12:01PM,1118.47,15251.38,71,41,59
7/8/2025,4:30PM,1115.65,29535.64,55,27,05
7/9/2025,12:01PM,1111.60,16062.15,02,86,59
7/9/2025,4:30PM,1110.40,27165.01,05,67,76
7/11/2025,12:01PM,1127.71,18447.32,17,30,63
7/11/2025,4:30PM,1127.71,18447.32,37,40,97
7/14/2025,12:01PM,1131.91,15835.45,15,54,05
7/14/2025,4:30PM,1143.31,33684.38,14,27,91
7/15/2025,12:01PM,1149.22,24895.92,25,31,61
7/15/2025,4:30PM,1161.01,48024.99,14,84,94
7/16/2025,12:01PM,1161.25,24420.57,50,81,09
7/16/2025,4:30PM,1157.63,42928.06,38,92,52
7/17/2025,12:01PM,1191.01,37047.32,17,65,94
7/17/2025,4:30PM,1198.11,63374.58,14,13,68
7/18/2025,12:01PM,1205.17,33401.83,71,00,13
7/18/2025,4:30PM,1206.58,53775.57,85,81,31
7/21/2025,12:01PM,1205.27,23339.30,79,01,76
7/21/2025,4:30PM,1208.13,43213.00,33,20,14
7/22/2025,12:01PM,1206.57,24358.79,78,45,08
7/22/2025,4:30PM,1191.75,49095.62,55,27,10
7/23/2025,12:01PM,1218.63,27687.09,37,56,79
7/23/2025,4:30PM,1219.62,45127.72,27,36,83
7/24/2025,12:01PM,1216.15,24260.43,50,75,73
7/24/2025,4:30PM,1212.49,46887.92,97,61,19
7/25/2025,12:01PM,1210.75,20520.73,50,99,20
7/25/2025,4:30PM,1217.15,36910.98,50,90,54
7/29/2025,12:01PM,1218.06,24034.33,64,97,54
7/29/2025,4:30PM,1233.68,51323.28,83,79,56
7/30/2025,12:01PM,1238.69,28415.04,95,08,58
7/30/2025,4:30PM,1244.14,54670.81,40,35,46
7/31/2025,12:01PM,1242.99,30192.68,92,74,12
7/31/2025,4:30PM,1242.35,54200.06,50,61,80
8/1/2025,12:01PM,1237.15,25632.89,52,70,91
8/1/2025,4:30PM,1218.33,54586.68,36,36,65
8/4/2025,12:01PM,1222.67,25386.69,76,18,78
8/4/2025,4:30PM,1229.40,44358.92,08,19,73
8/5/2025,12:01PM,1244.19,28261.28,91,91,98
8/5/2025,4:30PM,1246.96,53040.81,60,43,62
8/6/2025,12:01PM,1263.78,39146.94,86,39,32
8/6/2025,4:30PM,1264.47,65232.67,72,48,97
8/7/2025,12:01PM,1274.76,34243.73,63,01,46
8/7/2025,4:30PM,1265.15,60459.25,59,39,93
8/8/2025,12:01PM,1259.40,30215.28,05,94,12
8/8/2025,4:30PM,1259.07,51232.32,72,81,09
8/13/2025,12:01PM,1271.81,38451.60,11,62,26
8/13/2025,4:30PM,1277.43,70067.54,37,19,89
8/14/2025,12:01PM,1269.78,34184.36,84,58,06
8/14/2025,4:30PM,1266.67,56938.83,78,70,60
8/15/2025,12:01PM,1258.62,27445.10,25,96,37
8/15/2025,4:30PM,1259.42,48320.80,20,40,87
8/18/2025,12:01PM,1254.70,20145.75,05,25,11
8/18/2025,4:30PM,1242.31,39299.17,19,94,49
8/19/2025,12:01PM,1246.45,22327.22,57,86,66
8/19/2025,4:30PM,1235.76,39590.96,60,39,39
8/20/2025,12:01PM,1235.32,18697.65,27,69,03
8/20/2025,4:30PM,1248.13,43127.12,37,24,80
8/21/2025,12:01PM,1246.00,24784.05,04,85,95
8/21/2025,4:30PM,1244.79,49180.56,90,50,38
8/22/2025,12:01PM,1254.77,21274.61,74,08,58
8/22/2025,4:30PM,1253.39,37999.28,99,55,86
8/25/2025,12:01PM,1265.11,21906.56,16,49,60
8/25/2025,4:30PM,1262.67,39908.97,78,71,05
8/26/2025,12:01PM,1259.70,24414.11,04,56,60
8/26/2025,4:30PM,1251.26,59158.26,68,41,49
8/27/2025,12:01PM,1256.48,29381.04,81,43,61
8/27/2025,4:30PM,1248.03,46883.53,33,83,67
8/28/2025,12:01PM,1248.17,15611.37,71,79,90
8/28/2025,4:30PM,1250.09,35798.91,98,38,43
8/29/2025,12:01PM,1245.17,18857.72,77,33,02
8/29/2025,4:30PM,1236.61,52475.14,15,66,02
9/1/2025,12:01PM,1239.77,17938.55,78,43,90
9/1/2025,4:30PM,1244.48,35696.48,86,80,11
9/2/2025,12:01PM,1248.84,20727.21,47,16,23
9/2/2025,4:30PM,1248.78,34424.58,84,75,74
9/3/2025,12:01PM,1259.46,26987.08,67,29,84
9/3/2025,4:30PM,1259.31,44707.38,17,12,80
9/4/2025,12:01PM,1263.42,24622.25,22,86,33
9/4/2025,4:30PM,1252.55,44813.45,53,27,16
9/5/2025,12:01PM,1261.82,27216.79,26,46,74
9/5/2025,4:30PM,1264.80,51657.81,07,49,67
9/8/2025,12:01PM,1265.15,30952.28,52,12,76
9/8/2025,4:30PM,1266.11,54546.06,16,39,53
9/9/2025,12:01PM,1270.81,23596.69,16,68,01
9/9/2025,4:30PM,1276.08,47384.85,84,83,72
9/10/2025,12:01PM,1277.68,23257.84,87,58,41
9/10/2025,4:30PM,1278.05,42552.94,52,34,15
9/11/2025,12:01PM,1286.41,25765.36,15,26,86
9/11/2025,4:30PM,1288.03,46753.07,33,45,04
9/12/2025,12:01PM,1292.13,21889.83,39,51,04
9/12/2025,4:30PM,1293.62,38576.94,26,62,08
9/15/2025,12:01PM,1297.60,20032.21,02,84,08
9/15/2025,4:30PM,1299.78,35280.04,80,91,99
9/16/2025,12:01PM,1306.38,25795.15,85,65,27
9/16/2025,4:30PM,1308.19,47455.08,95,05,51
9/17/2025,12:01PM,1310.16,26515.14,65,76,49
9/17/2025,4:30PM,1306.69,48098.33,98,45,58
9/18/2025,12:01PM,1299.96,26555.73,65,10,15
9/18/2025,4:30PM,1297.01,44929.51,19,88,98
9/19/2025,12:01PM,1295.38,18408.01,88,40,39
9/19/2025,4:30PM,1292.72,47981.93,21,35,38
9/22/2025,12:01PM,1287.67,16707.97,77,06,66
9/22/2025,4:30PM,1282.54,31595.35,45,70,17
9/23/2025,12:01PM,1281.04,19023.32,43,15,59
9/23/2025,4:30PM,1273.20,40147.95,07,13,18
9/24/2025,12:01PM,1277.32,22905.69,25,99,88
9/24/2025,4:30PM,1278.41,38563.93,13,21,84
9/25/2025,12:01PM,1286.43,18751.10,31,39,99
9/25/2025,4:30PM,1288.26,35348.54,68,31,34
9/26/2025,12:01PM,1285.66,17100.94,60,76,87
9/26/2025,4:30PM,1278.74,36245.78,45,26,60
9/29/2025,12:01PM,1282.84,17354.32,44,63,13
9/29/2025,4:30PM,1288.07,37860.62,70,97,41
9/30/2025,12:01PM,1280.38,21646.38,86,64,51
9/30/2025,4:30PM,1274.17,49548.34,78,05,59
10/1/2025,12:01PM,1279.10,20794.71,04,14,92
10/1/2025,4:30PM,1275.03,35487.18,37,40,01
10/2/2025,12:01PM,1290.66,20422.53,62,57,60
10/2/2025,4:30PM,1288.29,35286.71,96,32,42
10/3/2025,12:01PM,1292.45,18365.65,55,98,43
10/3/2025,4:30PM,1293.61,35659.08,19,62,49
10/6/2025,12:01PM,1291.72,18889.13,29,30,03
10/6/2025,4:30PM,1285.64,33100.46,40,40,95
10/7/2025,12:01PM,1301.20,20315.99,05,97,62
10/7/2025,4:30PM,1305.24,34987.28,47,76,24
10/8/2025,12:01PM,1306.65,17908.65,58,97,03
10/8/2025,4:30PM,1304.92,37346.56,26,85,42
10/9/2025,12:01PM,1312.24,22205.55,45,58,03
10/9/2025,4:30PM,1313.99,43145.38,95,84,74
10/10/2025,12:01PM,1288.03,20455.89,35,29,72
10/10/2025,4:30PM,1286.98,37692.20,82,83,96
10/14/2025,12:01PM,1276.52,23043.89,23,85,58
10/14/2025,4:30PM,1266.38,42503.92,83,68,76
10/15/2025,12:01PM,1279.59,19664.28,94,78,82
10/15/2025,4:30PM,1286.69,46484.63,94,89,83
10/16/2025,12:01PM,1290.77,20645.38,75,35,96
10/16/2025,4:30PM,1291.46,33202.91,62,15,59
10/17/2025,12:01PM,1284.21,18520.04,10,22,48
10/17/2025,4:30PM,1274.61,36760.70,10,74,29
10/20/2025,12:01PM,1287.07,14205.37,75,54,85
10/20/2025,4:30PM,1284.47,26555.65,75,06,60
10/21/2025,12:01PM,1288.59,18219.39,99,65,85
10/21/2025,4:30PM,1290.72,34370.82,20,34,84
10/22/2025,12:01PM,1298.07,25044.04,74,15,28
,4:30PM,,,,,
